mint,created_at,creator_address,price_highest,market_cap_highest,rug_probability,risk_level,rug_indicator,super_cluster_id,cluster_network_count,cluster_creator_count,cluster_risk_level
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00169,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00173,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00184,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00190,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00212,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00232,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00251,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00262,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00295,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00298,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00300,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00302,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00315,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00316,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00323,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00340,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00344,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00351,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00379,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00381,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00383,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00389,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00401,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00408,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00419,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00461,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00469,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00505,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00506,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00508,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00511,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00512,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00519,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00527,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00531,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00538,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00541,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00559,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00583,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00584,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00601,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00617,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00618,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00622,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00632,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00655,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00657,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00662,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00672,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00684,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00707,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00708,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00713,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00716,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00741,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00743,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00753,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00757,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00769,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00774,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00777,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00782,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00804,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00814,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00817,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00855,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00865,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00877,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00881,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00895,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00906,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00928,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00952,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00954,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00962,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00963,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_00968,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_01052,1,4,LOW
28fy2qDAykdfuLpihUNRr93rdDq7hQcUGrCWKg35pump,2026-02-11T19:42:58Z,8vYghuua9zcAvsBURXan8L2ZkGZHRaUWmbLNNCGKWUw3,8.0595303278e-09,8.06,,,,net_01079,1,4,LOW
6ZtoP11yFyFaYo7XzQzcGXexkpB2BEP7Mcda7Prypump,2026-02-11T19:41:20Z,HyxW4K1uEADjzsWAc6eZDq5AUYNcZQV7wutgj5bFu2Hd,3.1689735759e-08,31.69,,,,NONE,0,0,NONE
5AL14ZVJnuqBFF8fS1KxodZqFEP7aaGGBxYDfHR3pump,2026-02-11T19:39:48Z,E11hGW7MZ8eBdyCNNeog3NPHmJxsknrGuctJ6Q4nrmTu,5.2596659722e-08,52.60,,,,net_00124,14,36,HIGH
D6EZ9Cd4YA55i52979C7aFX4Mdz4yvoqZKn6Eto7pump,2026-02-11T19:37:28Z,DvJnAVckHvKSiQMRx2P6fhHNTFXp4ZDVroaNSigCcMai,4.5658378019e-08,45.66,,,,NONE,0,0,NONE
DRQ4EnK6ur3T6afFK4XYccDTeSGtVskKQMLvpZSEpump,2026-02-11T19:28:18Z,J2XAkpqWDS4F92RtmVH1Hc7Wt6PRgkfPXJMf63K2USzP,6.8599967690e-10,0.69,,,,NONE,0,0,NONE
3KFP8QAFZXj78xAss4DxpyecjVQZPU6oMkhm5WaPpump,2026-02-11T19:27:07Z,8yCZRu3nFNhehtaEM1zbU4LGSQvdpjzKYpCaEVeuiYcX,3.6619573438e-09,3.66,,,,NONE,0,0,NONE
7Y9hjRvh8Uj69A4ryXBbsVAzpj7FzuCEpRdehqKpump,2026-02-11T19:25:42Z,Dwo2kj88YYhwcFJiybTjXezR9a6QjkMASz5xXD7kujXC,1.1932683917e-07,119.33,,,,net_00141,1,2,LOW
7Y9hjRvh8Uj69A4ryXBbsVAzpj7FzuCEpRdehqKpump,2026-02-11T19:25:42Z,Dwo2kj88YYhwcFJiybTjXezR9a6QjkMASz5xXD7kujXC,1.1932683917e-07,119.33,,,,net_00517,1,2,LOW
7Y9hjRvh8Uj69A4ryXBbsVAzpj7FzuCEpRdehqKpump,2026-02-11T19:25:42Z,Dwo2kj88YYhwcFJiybTjXezR9a6QjkMASz5xXD7kujXC,1.1932683917e-07,119.33,,,,net_00647,23,152,CRITICAL
CkBd2sYAJfHvSihfdUbumT4bVbQ8bonqfKLszKV6cQcs,2026-02-11T19:23:26Z,DdLiYidXRL8bWNtxCfNQnfRr2c4Tfm2T3EkAbgMC2GY4,1.4536856988e-07,145.37,,,,NONE,0,0,NONE
FMpF2UKrfNv16b2U6Jdu6BHGNYQs5Di5tAhS3FEqpump,2026-02-11T19:22:16Z,2naWyJw6REE7SYeqDAeUaoJ3at5gTm8DLnjXsnmgmE8F,2.6061093496e-09,2.61,,,,NONE,0,0,NONE
krZpYyZW98LJwSMRxbBFsJKo5gNo2xtor6g9jaXpump,2026-02-11T19:11:08Z,DKeakFWqoWhwritNfQFixanmz6YqHfdhTvCFJk99yZEB,1.3695733295e-08,13.70,,,,NONE,0,0,NONE
5HHghdhLC27LFCwHxkB4B5FZ7kwiDmcTiAKzznL1pump,2026-02-11T18:58:24Z,FF8ja91QohGxEgsgBoR9J6p5aabHBTXGbhv1QHwDuA73,2.9534053806e-08,29.53,,,,NONE,0,0,NONE
4X49RZCktP6P3cTJ4cy5wffGBa5kk7qiD2xEVortpump,2026-02-11T18:57:56Z,4JqniXGd937ashYbnHZ9a1Qmu9NZtz4CvQsXcLSC98JM,3.2473874566e-07,324.74,,,,NONE,0,0,NONE
ANkxHQFJY1Dr9zRkyidPTV8cTBFjydguGdewMhrbpump,2026-02-11T18:49:08Z,EFcGBtCmQ7QvB34pYaonopWf5ZJqHYBB5rAiRYm59G3f,3.3776168707e-08,33.78,,,,NONE,0,0,NONE
BhvcJ9i9qzLuVL8LySSA3iXUMwHF37DvCmkDeiUopump,2026-02-11T18:47:40Z,3aBuN1DjeSJubuLfVfBzfwnR4X1AUAJZ6a81vUPNvca5,4.3333697907e-09,4.33,,,,net_00526,35,9,MEDIUM
H9vzanRRvAMwkQyYo8qytMYhVKPd2wWmC8MUv2Zzpump,2026-02-11T18:41:42Z,J6TDXvarvpBdPXTaTU8eJbtso1PUCYKGkVtMKUUY8iEa,7.1714162923e-08,71.71,,,,net_00006,1,3,LOW
H9vzanRRvAMwkQyYo8qytMYhVKPd2wWmC8MUv2Zzpump,2026-02-11T18:41:42Z,J6TDXvarvpBdPXTaTU8eJbtso1PUCYKGkVtMKUUY8iEa,7.1714162923e-08,71.71,,,,net_00355,1,3,LOW
H9vzanRRvAMwkQyYo8qytMYhVKPd2wWmC8MUv2Zzpump,2026-02-11T18:41:42Z,J6TDXvarvpBdPXTaTU8eJbtso1PUCYKGkVtMKUUY8iEa,7.1714162923e-08,71.71,,,,net_00567,1,3,LOW
H9vzanRRvAMwkQyYo8qytMYhVKPd2wWmC8MUv2Zzpump,2026-02-11T18:41:42Z,J6TDXvarvpBdPXTaTU8eJbtso1PUCYKGkVtMKUUY8iEa,7.1714162923e-08,71.71,,,,net_00720,1,3,LOW
HXE1AoWD2N3x7M5GBEZ9YQhymF9RSZ87p91LWFV5pump,2026-02-11T18:40:21Z,BfiHYGRrJPgaYpxE8KE2w4DC8669yRXYZM2SmVV7W9nk,8.5723773862e-08,85.72,,,,NONE,0,0,NONE
358d5LMZEXu58dT9UqgAEgGuWKXJ6sjM4mTBH6RHpump,2026-02-11T18:39:40Z,BB4abBpwVjA7g62qecEXqUcu2ui9juVsgJWx2gFkETeS,2.2852647187e-07,228.53,,,,NONE,0,0,NONE
H188qojfLygaYHvHjGnc9QkfeKNnAnX5DkgUcTePpump,2026-02-11T18:39:33Z,HQEy4ffQHS1NPwnBDY9eJ2rCvNmWSnY5uE4AU69FEBFn,2.5438029380e-10,0.25,,,,NONE,0,0,NONE
FKpiZh7EDtsyKtMxgbu84v1pR4gMyjPZNS9DLhnspump,2026-02-11T18:38:02Z,7XFUvDbbj1nhebtdf71xZPd5BiGxxHM4th9kEBDyV6Rj,4.4096931650e-13,0.00,,,,NONE,0,0,NONE
2EQ1Rxg26XwH6QnJNrXZ44KzuxxXaDxFt5EGvabppump,2026-02-11T18:35:38Z,DFK2YKybPnf1nZPsgz8EK8z1xG5rowvLBzwYsmNZyGiB,2.2107467372e-10,0.22,,,,NONE,0,0,NONE
5NXtjKaZ6UHFqtVGkFp5g4Ro3BEw7ZL6MGhNznG3pump,2026-02-11T18:34:42Z,3SEqGFMKLTBSPviQ5EBHVNR3vYw6BKjrXm69g5BgZBKK,3.1997705974e-09,3.20,,,,NONE,0,0,NONE
3JHG5mMKjGtdedhu6bnSbJRREAEgptja5sLkicHzpump,2026-02-11T18:33:22Z,HChTj8FiMxp4Xr4ZsmWRAhhKMK2BSeSeNoz1CszeLQ2j,1.0182948609e-07,101.83,,,,NONE,0,0,NONE
66qfykLu67nuUfCtNKQpbWTSQj8HNMx8yyuQQuvPpump,2026-02-11T18:31:46Z,EFadfqMJRxpHF7KAU5qy5Bsukf1yyQKMg5iEJxAKaQic,1.6678385762e-08,16.68,,,,net_00002,1,3,LOW
66qfykLu67nuUfCtNKQpbWTSQj8HNMx8yyuQQuvPpump,2026-02-11T18:31:46Z,EFadfqMJRxpHF7KAU5qy5Bsukf1yyQKMg5iEJxAKaQic,1.6678385762e-08,16.68,,,,net_00045,1,3,LOW
66qfykLu67nuUfCtNKQpbWTSQj8HNMx8yyuQQuvPpump,2026-02-11T18:31:46Z,EFadfqMJRxpHF7KAU5qy5Bsukf1yyQKMg5iEJxAKaQic,1.6678385762e-08,16.68,,,,net_00046,1,3,LOW
66qfykLu67nuUfCtNKQpbWTSQj8HNMx8yyuQQuvPpump,2026-02-11T18:31:46Z,EFadfqMJRxpHF7KAU5qy5Bsukf1yyQKMg5iEJxAKaQic,1.6678385762e-08,16.68,,,,net_00070,1,3,LOW
66qfykLu67nuUfCtNKQpbWTSQj8HNMx8yyuQQuvPpump,2026-02-11T18:31:46Z,EFadfqMJRxpHF7KAU5qy5Bsukf1yyQKMg5iEJxAKaQic,1.6678385762e-08,16.68,,,,net_00081,1,3,LOW
