Rank,Sender Address,Funders Funded,Creators Funded,Total Tokens Launched,SOL Sent,Tokens Created,% of Total Tokens
13357,Cc4tqDJ8gDzk4qfStCLYiHt2SpiPdSxgMwJA2WmwPSzp,1,1,2,0.01,2,0.1169%
13358,CcFeRpkFNTiB8Ms54TRaP2iLvUQNZU2atzZUtX67FDVC,1,1,3,0.01,3,0.1753%
13359,Ccj8zRJw9ff1k7V36Garz1JykwdWCNuycZjAkCZCbSg1,1,1,3,0.01,3,0.1753%
13360,CdBmsqGToeWV3L2EkTwSAwNpg9dEtw66uZ4MhB53MCdi,1,1,3,0.01,3,0.1753%
13361,CevvYoD8G1wHPpbvLVHTKMLmtFG6HhafZgCR3Xs3Kytr,1,1,3,0.01,3,0.1753%
13362,CfEYrLzUjLXYFWqTptKK64E9NUhuiFuvWNMYjkW1Z7Mf,1,1,3,0.01,3,0.1753%
13363,CfKJBL2PvTwbfeNCFCjrMGCufpkLuNxDjttvPRXRXgA3,1,1,3,0.01,3,0.1753%
13364,CgG2MTyXQdUv9D4KWTNdBYBhRN5LPUGz3QPj9Rk4hmv6,1,1,3,0.01,3,0.1753%
13365,Cgkv8hWDuLyXR5BHhnRTuncK2RwpmQV3p16kN3mHie2A,1,1,3,0.01,3,0.1753%
13366,ChAcH3XuvER6p6YvVCB7oD2g3CgbrkFCHLdom8TmBvz,1,1,3,0.01,3,0.1753%
13367,ChPRboaiAcr7RrkkyL2akX5BD8D1WFMzxHooEAiLwsPj,1,1,3,0.01,3,0.1753%
13368,ChUugNrC7GpgCJUEF5QAATu9rcSPTH14FBYfrPZk9JiD,1,1,3,0.01,3,0.1753%
13369,Chu7SPwR8XnHYCg7iKMTLyAnvR6J4bKezsJ5Dk94n5Ub,1,1,3,0.01,3,0.1753%
13370,Cijgid6pnL8oEfXW1CLTv8bNsB66eg3gm79LuzWhdbLA,1,1,3,0.01,3,0.1753%
13371,Cj99uTkHN7VqF4j3dQgbhozzsr3PJmzvHzYJCSvEw1RA,1,1,3,0.01,3,0.1753%
13372,CnDFVAizLTTHBDHm92nZRVkspprJgurjoeK82TKpNDL7,1,1,3,0.01,3,0.1753%
13373,Cns1TNPabERykZwBjGFvW5a2ni8ZtXV85X9P1j7PQ1uW,1,1,3,0.01,3,0.1753%
13374,CnwsDQGdM5YZB8x1tXUyzXJxXBJnKWcFe8tMsDWPsaUH,1,1,3,0.01,3,0.1753%
13375,CoCwH7d6Ed6TYfz7e46DkqbDZGjZCJ9Si4qwoW7aEiqC,1,1,3,0.01,3,0.1753%
13376,Codpp27qcP9uaYRrtXBwna8Us2dbvmfGyPREhzAnmwLS,1,1,3,0.01,3,0.1753%
13377,CoswAkvBjUERZe9j3CpGuUBSFEVagB8z3NqJpmhA3hxs,1,1,3,0.01,3,0.1753%
13378,Cp4FPoPrs4mnif387TBGqJFrvRFRHRLES8G3UewNF9LL,1,1,3,0.01,3,0.1753%
13379,Cp5xKKUpt55yR8865CTJ3DUEYn2JibWmg1NhUmRC8CvD,1,1,3,0.01,3,0.1753%
13380,Cq79jmWzBbZZvYn5DpEptxTibRUKzH6M9ikvhkfLUnhG,1,1,3,0.01,3,0.1753%
13381,CqrXuESHdrrNvzjawETfmGAfVtLhiThJab7bheyTxU3i,1,1,3,0.01,3,0.1753%
13382,CrRNfVS3jKv7cKRv1tvc6PxZ2Etn8QarkGFeCoudPdRZ,1,1,3,0.01,3,0.1753%
13383,Crdy5CSpsM32wKhPnHSyLpXhohv6KwENgQm5Sq61puV8,1,1,3,0.01,3,0.1753%
13384,Crv1f98wvW3cx6xVNK6Y4hg8Zpc1ZzqCM1384WWy2h6F,1,1,3,0.01,3,0.1753%
13385,CtaT39KcyVDuTAioDw3vMBQGXWCJqU2yENEtnaSGGKC8,1,1,3,0.01,3,0.1753%
13386,CtmJXnCvf3Qstf2g4K6UF58XG2bECahfwQAzDFFcnace,1,1,3,0.01,3,0.1753%
13387,CtpB7EnuSDBxeekA9LkXoMqAsNaxiBnMmLBrj7w7YhPu,1,1,2,0.01,2,0.1169%
13388,CvNYzvd4frAQhR9H67rXRTr3EhMGzvJDQs4YNsUoh9r6,1,1,3,0.01,3,0.1753%
13389,CvUxxEo1YffJt9UerY7WvX14peQBabZ5Yrjt3Nr7VyoV,1,1,3,0.01,3,0.1753%
13390,CvvwaRWCGJQv8MrEDw44VGKyPePS3cVPQH34PwYATJtL,1,1,3,0.01,3,0.1753%
13391,Cw4bMvNVSSqvMaLRpfwRLAbrNM4AyCAk8BuPhtCvVQmc,1,1,3,0.01,3,0.1753%
13392,CwDraKAUcgrr7eiG5gzidfpkBNCg8w3z7YFXvoH5eA15,1,1,3,0.01,3,0.1753%
13393,CwsRDrLsG8thDiFVSE2BUvZY7fdbj3ZDhoXqnKdRsxxR,1,1,3,0.01,3,0.1753%
13394,Cx887T74rRAkLAYTfxRkCBtR1mkgoq2QvtmtxvJLzb5t,1,1,3,0.01,3,0.1753%
13395,CxBAFgrZKX3c94phcpbgvLtmdHmQCZBU6b72xJkz3GjP,1,1,3,0.01,3,0.1753%
13396,CxE91JYJy8qrqA5g74uFQqQ2QGfi5X8fJqzMo7jR61FE,1,1,3,0.01,3,0.1753%
13397,CxYH1MCrP1yDm7ofJMuESpR46D9XKBQ2sQweHc4VbxcZ,1,1,3,0.01,3,0.1753%
13398,CyPZUyA1QkjeSBi1kERdigMfPrCwqhfHz8tomCMzrK6t,1,1,3,0.01,3,0.1753%
13399,CzFadxUp57ELrqYnRrSoy4dbpYpGyiPgpKAqDAnibwtm,1,1,3,0.01,3,0.1753%
13400,CzHYFvE3AjWRHxR9dtrmQEheUQ2WBfHQKyMTd6bKSpEB,1,1,3,0.01,3,0.1753%
13401,Czuznip6rBhFgycTG5xXimEVSg4eYcSKZxwRhyt2SJ4f,1,1,3,0.01,3,0.1753%
13402,D1Z1dbyNhqL2yoKSEjCtHdg1YnuhML4SSAV8DsbVVjrV,1,1,3,0.01,3,0.1753%
13403,D1uq82x5zuLN9xceUwEnoXgLMQKSVJ67YYs5YPsqSsH2,1,1,3,0.01,3,0.1753%
13404,D2kEuf7cXTY8L6tuwmbUHiuX1jEdUq84VsgoFombV8mZ,1,1,3,0.01,3,0.1753%
13405,D2sM7aLUdC2DGeXPEZ8iaW7e3rhZkVxZdghz7WJnhxxr,1,1,3,0.01,3,0.1753%
13406,D39CghUcDkcv9VfR5Ut9zMgEj6U91QFRPizJjWUtJhzj,1,1,3,0.01,3,0.1753%
13407,D3uKLCXbhkbxsJtHLbYqVigVdCTQGoMGd3NiDtAXMa2t,1,1,3,0.01,3,0.1753%
13408,D56RsEGD4mGN8ijZQeSVYE6uc3DFoMpizoW84fwDQ15Z,1,1,3,0.01,3,0.1753%
13409,D57DSSeEWaaVaywE4uYkDDxGQK8FEdpWD1G9GeYBX4Yo,1,1,3,0.01,3,0.1753%
13410,D5kJvG5BoQdonEcHBD1BYUcVsep29sJ2Q7FWGD8UUhsi,1,1,2,0.01,2,0.1169%
13411,D687x8FQePWiFvwdidHve6fXqyvPzm8sp546CUcQJ2d4,1,1,3,0.01,3,0.1753%
13412,D6FB9T86XngDPQ7dN91hRvvCi7zm3RjdiLUYT83cb6FB,1,1,3,0.01,3,0.1753%
13413,D6NsPYjoeEhpY9Qe5z1LNkjGrHraTqbkD5DBoiMYN3Hg,1,1,3,0.01,3,0.1753%
13414,D6ndpUKqnPdDfs8FFzBX2vfKr3irZRaZM2J7at1LD3Tz,1,1,3,0.01,3,0.1753%
13415,D772fRopLjbvqT4Aa9kWjv4N3GVMhrWQLabSXN62tVUP,1,1,3,0.01,3,0.1753%
13416,D7EZQWSRfWjxUXnH7t8vuoiFN8FGV7DsR5exe8ihSgPe,1,1,3,0.01,3,0.1753%
13417,D7YKFS31vUyi9aSqtwjr886Xdcx93xXxXac5iJRHTc9m,1,1,2,0.01,2,0.1169%
13418,D898dtMi1V7s8G1pamvRF6EbGHSURje8uiswEGU8SBFq,1,1,3,0.01,3,0.1753%
13419,D8z1aSZBRfnjYShjR5U8d7v3cn2RxS7XYVXGFyY2uBmE,1,1,3,0.01,3,0.1753%
13420,DAE8EMMqVmtUXaML5w92k6A7TvY7nWCTBmwGgqjeufVW,1,1,3,0.01,3,0.1753%
13421,DBDAp6cinbEsb4p1kVXEW5JcDtycCUAommesmyXZgdCW,1,1,3,0.01,3,0.1753%
13422,DBtoYeJWVCMRBW4ur4XSUkEdVCH6sMq7YGbdzpFc5K2,1,1,3,0.01,3,0.1753%
13423,DCdWtwUWyqbsgCKnz86rjQTCQABLip6CXazhowoLU99z,1,1,3,0.01,3,0.1753%
13424,DCtFQaPZ2AXXStU7opwTASoUyZTSmsiec4wG7XCgTq59,1,1,3,0.01,3,0.1753%
13425,DDCP3Tx8TFhkXow1AEntpizABhbYL77zZrfwzimQYiSd,1,1,3,0.01,3,0.1753%
13426,DEDEZWUvL77phHmMnwiuAfYssosHSV841r4WjnoZT7jD,1,1,3,0.01,3,0.1753%
13427,DEdP3RcLizTNrU27B7Ad28F9tiwQ5QoHULHc9q8fvjw,1,1,3,0.01,3,0.1753%
13428,DEso6iNSmcnYVypjnz6YLcsDf9Gr7o5ZA41ge6TfZ4Ks,1,1,3,0.01,3,0.1753%
13429,DFEz8ZsxMXSRwtzUVAwo59en6ECGZfBHrNsxQknUVahj,1,1,3,0.01,3,0.1753%
13430,DFLfEaQ7PBkoSDLQigixBEVUCt4JiVexDsxAP8XP77x6,1,1,3,0.01,3,0.1753%
13431,DGmyz7FXPp7utnnwiUW1ZQ5QeYFoW8TfjRts9gUGoopj,1,1,3,0.01,3,0.1753%
13432,DH1aUUiL7aD3T85LpRgovkHCN8L2Tc95XAUe4VWkjsjD,1,1,3,0.01,3,0.1753%
13433,DHGqFGULfgjuDHzRqTuXYEY2uuKaTWr8jatH7SXP91Mp,1,1,3,0.01,3,0.1753%
13434,DHJnrnv9bNdy36Js7yE2jDWneYPowv2T6AhWb2doZVAc,1,1,3,0.01,3,0.1753%
13435,DHPd7kuPJHrcsqw18JeRjavwZx2xoX87KRtu5PDWQd65,1,1,3,0.01,3,0.1753%
13436,DHPzAthZswb1NJao42JYxwJj71BU1TvD2p62v6VspUhP,1,1,3,0.01,3,0.1753%
13437,DHSGCV7A5NHRuYhMZEuxtr8pAL9WfEgQfpe7RoYDMGuZ,1,1,3,0.01,3,0.1753%
13438,DHX7ACE1QvwDjRqpBkoweXRaow7vZBMtXEBwSFe7aFJf,1,1,3,0.01,3,0.1753%
13439,DKLGc5M6MsQsTWrdLG58YjBpu2ivCgYcDEMS3fJkNFjA,1,1,3,0.01,3,0.1753%
13440,DKfvQBT4SyiQCSNthDhFPx5kJW8Y9Gj79yRfdCMWoiKD,1,1,3,0.01,3,0.1753%
13441,DLJNKfHedncxQnsFkxgAPU8smxZVQEkA5hwJpQgBcQqw,1,1,3,0.01,3,0.1753%
13442,DLejn2PUhJkv7xyTvnND2MFsHSwAKAxaqB6ze7DxsX59,1,1,3,0.01,3,0.1753%
13443,DLugqMtwa8FguGBYVE8FWyHGSWFMcNQ7UxF5nZAomLfF,1,1,3,0.01,3,0.1753%
13444,DM3PNoR7MMbKa1QdUshpoUbXfs2hdfj8LD2LqvVU438,1,1,3,0.01,3,0.1753%
13445,DMQUz3REb8nefrzjPevdk41ztWnygR4X9Jj7aNCt2nGz,1,1,3,0.01,3,0.1753%
13446,DMXX4L4puDzBWacTng5VxNbdDG7kPhfw9PrUuh5i2XzV,1,1,3,0.01,3,0.1753%
13447,DNFoaLJyTufS4B3hok3z5Jd197AB6MkY3xzEFddgL71A,1,1,3,0.01,3,0.1753%
13448,DNY73uKAQWHsjuJwVKvADCSahUUKDtUJ4jTzhufy1bbe,1,1,3,0.01,3,0.1753%
13449,DP9jb81YUfnXsEwPQPgd2z6byQtjFXExwLy5WgxGSvbR,1,1,3,0.01,3,0.1753%
13450,DPVyU3DcidTRm2mqiutDTeWsPoRxnfm1XBeZFyeFH7hC,1,1,3,0.01,3,0.1753%
13451,DPWe9VtRvDkBf14pyMf5ZZdUN13CZKwpvRRqjwVEqnzM,1,1,3,0.01,3,0.1753%
13452,DPuTL2tkKjU8S3yXRn9ieb8d9PSdbcM9FWevkEYpZn3r,1,1,3,0.01,3,0.1753%
13453,DPuwkFsh4ExXpLuWjQo4NePso3CXcyR61nQYDrwLVJEG,1,1,3,0.01,3,0.1753%
13454,DQB71L9dFWSR1YSNKSDH5itZsyMjPeuVxa2MCKXqHtVv,1,1,3,0.01,3,0.1753%
13455,DQGCuLJzPWPDc8vRdSVquYvxuaSupBLcFAFaq4CCVj9p,1,1,3,0.01,3,0.1753%
13456,DQhCdGGbtXW4Fsy1jn3xizxGivWhcGnw4q6tJkZRJNgh,1,1,3,0.01,3,0.1753%
13457,DRn2JNWUqWExPenV6rXZLUpT4yXYcujwnpsCRjPU3JtX,1,1,3,0.01,3,0.1753%
13458,DS199oSnHDN7XcwkeXrtBoDczzQENtM4Tay9SYqUp2ap,1,1,3,0.01,3,0.1753%
13459,DSKhuqZqC98hqjNJVaQjx3jsRD8vBsXAEgox9914Ymjd,1,1,3,0.01,3,0.1753%
13460,DSrHnCeP2huXU7LBmtZbZfvEzREY3e6EyW7jwUgPY5pR,1,1,3,0.01,3,0.1753%
13461,DSwByMd3Sk1vBsTxvWUT93avX7zRi6aL4PfaijrAsBQJ,1,1,3,0.01,3,0.1753%
13462,DT6o6WWPdcfmGkw1PJKb4v4LMQmm34DNcPDJSCZ7pU46,1,1,3,0.01,3,0.1753%
13463,DTSFpiuiAWRmmbe8D3gimz2wVrLxm57nvzqpqo7d7mCv,1,1,3,0.01,3,0.1753%
13464,DTU8oZFyqTyQ1uU7c7UNK1Kr8S6TXXYue9apgekAL9iZ,1,1,3,0.01,3,0.1753%
13465,DUXd4SkjWisWqW2ENHeYHgvCbaDMNSqndfAPEubpH9XS,1,1,3,0.01,3,0.1753%
13466,DV49LVocnmDcyfyqqCnTH9n1aUUgPKPUBQYVHrKc3wqN,1,1,3,0.01,3,0.1753%
13467,DV6QUfCkmgXWe7QAb5VXuYkAuTERCmKXLPRcNJcbthB7,1,1,3,0.01,3,0.1753%
13468,DW2FFdy5AXNc1BzpSsBZReDb25nT3ZidxRaev744iyQy,1,1,3,0.01,3,0.1753%
13469,DWZ9BqX9QNyytsCsCXTDoS1quZJaZGkFGbtLW6uze2Bw,1,1,3,0.01,3,0.1753%
13470,DWnWdLDtCGdmCKgvjyjw4zmQiqwBVWb86Qh9R3FujYzu,1,1,3,0.01,3,0.1753%
13471,DXJszp1k8qSdbqRGmGC7TeAdzEoB3X8CtcVfb6SncpHi,1,1,3,0.01,3,0.1753%
13472,DXUYWCdgidjnVPR4w29KXUciSVL9UEeHzcUnwcKqoFZu,1,1,3,0.01,3,0.1753%
13473,DY8LTVxsz1CaciTb2Uv5jWywxbpjLu6jog2Q1Q4gqqSJ,1,1,3,0.01,3,0.1753%
13474,DaTHPjSw9VMGaZzJGUuGw78GK5HZU9kGMnSZTCzPVckB,1,1,3,0.01,3,0.1753%
13475,Db7RwZCTZdp7XzHjgU6DiCpHj26H615znKbx4if7zPqV,1,1,3,0.01,3,0.1753%
13476,DcDTAW9uerc5j6dGjgp1r4D1UDnAJgfobze9znPYvXMW,1,1,3,0.01,3,0.1753%
13477,DcPMqkMU2zky25NW79BsufNZbX8qvCZPHKMmLy36kqpb,1,1,2,0.01,2,0.1169%
13478,DcxvikL8vQpWR2UbpmHV9wLScZE9MP8aGWpYjP4adoQD,1,1,3,0.01,3,0.1753%
13479,DdAR32bg5HTw8mdH6FWHx6QiRSEwrdMauuwTcgAZE7kB,1,1,3,0.01,3,0.1753%
13480,DdeTErb2M46LTXM8epiSJNJvpEfQqrXob2tMwiXXVmYS,1,1,3,0.01,3,0.1753%
13481,DdpvAohd6jHKP8v6QHvP6mTsLUYKzSYYeSaQtGdpLCca,1,1,3,0.01,3,0.1753%
13482,DeE8gkUwEhSuf9xXV25USiS8z2qXWoZiqwazXyGazYUo,1,1,3,0.01,3,0.1753%
13483,DeEzk6TgKWa6oE4tHcbUMGL47SwXwt1rVuzVax3aDWHJ,1,1,3,0.01,3,0.1753%
13484,DeR7MgPvcdGkabXUaLsFgtc14qJ95TyNzuujXB2FaMv5,1,1,3,0.01,3,0.1753%
13485,DeZVQnCn1JotEzx8W1z4Nbyxi1PZE7Xj4zzRno3rWEPr,1,1,3,0.01,3,0.1753%
13486,DfmhCoJRSr9cuR7yoDhs6msvHpoQ8mMyNpEUUA7xHq83,1,1,3,0.01,3,0.1753%
13487,Dg5nHZAbd14qi6fL25ThSsFvkcGNhMyng3hNH3UMKxKm,1,1,3,0.01,3,0.1753%
13488,Dg7AS6xri56KXZHxEszR5AXU3RDL8QXCMNvR6gPghiVx,1,1,3,0.01,3,0.1753%
13489,DgCM1ReTdKx15cjS6a3DurizRkQqw5vji9aDvQWBkYCf,1,1,3,0.01,3,0.1753%
13490,DgKTSVSPLFcGUp8gq2YHENp6KhKkH3kQsRm5K4zjdwY7,1,1,3,0.01,3,0.1753%
13491,DhTSN62Qg7P4VApfCAEXihnvbhemVQaPEEvuCCyNq6QA,1,1,3,0.01,3,0.1753%
13492,DhXM5oGpS4nzJJWJQxgxXGaHRgZBYq66YRpqJJNXaVfX,1,1,3,0.01,3,0.1753%
13493,DhsVE8sUjRxorogYB311BszyXKb3neGn4EpEhC5p7JDm,1,1,3,0.01,3,0.1753%
13494,Di7NZHLJgUNk7VMESTSeZpDxkA15VZUJPwGkFnv7eRSu,1,1,3,0.01,3,0.1753%
13495,DiNVWiCt6BjcwysHLYLCwuyRiWXxLACDLQ7m55upW3Nv,1,1,3,0.01,3,0.1753%
13496,DiSTZoJGGcxpYTCcmoBoocnW55jYvUSMeMFiernYEBLa,1,1,2,0.01,2,0.1169%
13497,DiWakzv9RFgaqLh7MBaWEtGAkw7ZJSwXTLhCjt1daeJy,1,1,3,0.01,3,0.1753%
13498,DiXqRKf8V3C151DBGP4hZ4KRprsD3jC2iv7ThzTizXmZ,1,1,3,0.01,3,0.1753%
13499,DiwJPjjLc5j6G2MZ4DGwJeE8zM1nqxwwEV9Y1psPWNQy,1,1,3,0.01,3,0.1753%
13500,Dj7PwpF5YDpZcncG15hbBkhJZT1AuFDUHkZA4DYWMD6t,1,1,3,0.01,3,0.1753%
13501,DjNPu1A62kjCkymZo5cFsiWdwn47xGpRv2XKJE7Fes1m,1,1,3,0.01,3,0.1753%
13502,DjUj9A6RCKGGmhG9tSbwL9tywpqptc8aju652TbHE2w6,1,1,3,0.01,3,0.1753%
13503,Dk9myZ6pD6YMcX2EJjQ1a3riwbkmXNyLa9eEjFc5kDmL,1,1,3,0.01,3,0.1753%
13504,DkpzEUoEV9F2nq43ogcX1NS1Tv5r5Q8bjXopmy93jNye,1,1,3,0.01,3,0.1753%
13505,Dm3FNMY9opgk68GNgiNgVKMpuACfFfKmGZVNqgB1xbHB,1,1,3,0.01,3,0.1753%
13506,DmCcyuCYdrEmDjS8tQ1HvgCBn1eVG6L8XN2NUu8fZyqi,1,1,3,0.01,3,0.1753%
13507,DmhuyzNVtUwgVqAZ2GjXJLhnzkZPtsvY6KU74SiMCHKN,1,1,3,0.01,3,0.1753%
13508,DnDsotpiqgVGzHxMsiCwTCDGxLnhQgHN1nSQoRZUTPsT,1,1,3,0.01,3,0.1753%
13509,DntyXJ5otaZGgF1qNY5h2ruz4NaY9HjwYvymPLR77mtx,1,1,3,0.01,3,0.1753%
13510,DoRRV1huqLAFWwvxCD1inhYxj2acJvCaQJeMbbQmyQBZ,1,1,3,0.01,3,0.1753%
13511,DocJsY1LBjpYDyYP6AohfS6fm4kjsspv9Mh3TGD6u6x4,1,1,3,0.01,3,0.1753%
13512,DpufWQHXXvwT7PoKJegq3aFaFE9S24Cf3Lk55vhakkQp,1,1,3,0.01,3,0.1753%
13513,DqGjv4npK2m2aEXCk7zem1c9sNiATMs8sAQLMzoueS7X,1,1,3,0.01,3,0.1753%
13514,Dqr8JwypJRxrc4ozR5HkqMUbKCYFFKxpHUXVNTprSaL,1,1,3,0.01,3,0.1753%
13515,DqwWNUWFuGpwpyepQFiwKUhDpYh4xWK48heUEjGgcCGm,1,1,3,0.01,3,0.1753%
13516,DrYuNFfC8fyNAMhLTMDPLeyMLNRH3BVQxMpnx7gDzS3x,1,1,3,0.01,3,0.1753%
13517,DroWmEetGSktnbFB5JPjwxtwKagxE5PSuQzbS5hpqmc6,1,1,3,0.01,3,0.1753%
13518,Ds3hfm6K26qBRxaPtE8ycqcRHD45hi4Th9JWDmCEcuR5,1,1,3,0.01,3,0.1753%
13519,Ds59VwaeLf9Dtyj12m9oJ7kxTrquZWsAxxfFyCfRntpT,1,1,3,0.01,3,0.1753%
13520,DtEgCPCwmdv21AnwJLd6Z8ZYzVScLQuoKZ4bmUmmJhAt,1,1,3,0.01,3,0.1753%
13521,DtSCD8SANpxrmixyoP19a1C2na41Rni8TMn17M9xnADP,1,1,3,0.01,3,0.1753%
13522,Dth4g65nMLD5F9zx4bDrRveZ1JcyTN57cxXB682fSB5c,1,1,3,0.01,3,0.1753%
13523,DtmanUpc1oYwBrD3m3v2cU9csf2Dg17ceDWNartdpwGk,1,1,3,0.01,3,0.1753%
13524,DuCXC2foVXKvE9SX3rxHbd5HZnEhGGD9Nb9nPBtxBaXv,1,1,3,0.01,3,0.1753%
13525,DuTTdC1ixN4WYpEGsEc9GQgYuzE66uDMxRDanBBPiGp5,1,1,3,0.01,3,0.1753%
13526,DuXTDpQLhGqjEJ1WGqYQvCEBuG7NzbATQLaD57nJgdr7,1,1,3,0.01,3,0.1753%
13527,Duegvm4wU1ic6o9mq9tHigRCcXTcZhiDJHDiBBmBQxqK,1,1,3,0.01,3,0.1753%
13528,DukSt1drN1Dn4tkjU5KQ2TboPkSh2TVZbFp2Pw3PxaRb,1,1,3,0.01,3,0.1753%
13529,Dv4V435NDXP2XcN1rD4qVdkqaguDSmJWEB5HD6vtsvQ4,1,1,3,0.01,3,0.1753%
13530,DvmVzesRh2StTVvUV5MHcuz9ZjS3BCF7ZwAPdkNEYMtu,1,1,3,0.01,3,0.1753%
13531,Dvz8sreCWYktgmuYAnswBFsdNmiFnqiXcSd3vDhw8DU8,1,1,3,0.01,3,0.1753%
13532,DwRSyfz9qaQc9f74GMviK6668hV9EcxruwkHYbiWTiMW,1,1,3,0.01,3,0.1753%
13533,DwzQV88ADGUZYWK2ovJTohSeyAWgsb3tShyXFpDEeWbv,1,1,3,0.01,3,0.1753%
13534,DxTqB9sdBM466orDfWJFjYT3xSeQHvqHRzXaUoAd5JZn,1,1,3,0.01,3,0.1753%
13535,Dxa8PLqRg5hD9kCGdApomvoDqZPT7G5sQttACHTfqc9d,1,1,3,0.01,3,0.1753%
13536,Dxj4zp7stbUxy2NK9UjsTaXfbDiabBX89qHXXRN5ZiLr,1,1,3,0.01,3,0.1753%
13537,Dxt9TaKwcqAd2PxtDwYcMFWkAPiBM8U9FAuS9f2VVuUW,1,1,3,0.01,3,0.1753%
13538,DxtGNkLfVdJcwbgKgH2CPgk9tugXvDrVVDgSr5EbGpWh,1,1,3,0.01,3,0.1753%
13539,DynbTEDcfDSTaH4UUSkPDtqytjQr5cmpETRRkuEhzuXs,1,1,3,0.01,3,0.1753%
13540,Dz4EsSch2zzJSvYxKmRPpG2kUenAVmXBTRQyueV9bGU8,1,1,3,0.01,3,0.1753%
13541,E1DBE8VhNUvTRYYxketX2a9FePZYEEhqTZAWvvXdP6Dg,1,1,3,0.01,3,0.1753%
13542,E1cuEbpCnfVJo1VdNUDm7BAAvLjW9qS9PriiKjsWszGC,1,1,3,0.01,3,0.1753%
13543,E2ErXY6kQr1EzW5y4QRjodNoQrF9XSvfMSGj25cNtnsM,1,1,3,0.01,3,0.1753%
13544,E2RCruC6zABKsSsRK4ujYpE3LA7PBvb11t3HCbV2n9MW,1,1,3,0.01,3,0.1753%
13545,E3XNWJ8uJWwrcepuGYWsrz1ZgN4KPcJC6ccXuG71mmJw,1,1,3,0.01,3,0.1753%
13546,E3wd9p5wJck1zJE1BwykMiHWMp1QF7tHuxr5xvQzXZPn,1,1,3,0.01,3,0.1753%
13547,E4FKbstqrisj3fynGXUFTtSdsMHeUjJk4XkRqogdSVkk,1,1,3,0.01,3,0.1753%
13548,E4QNfDtCDXQb88KNNef3pJTnJ8radeTcqGTSg3opgwXy,1,1,3,0.01,3,0.1753%
13549,E4k8CpyaRXo7TqVpixrZ51Lc7bcsG25XdjLVhsJ2fhnd,1,1,3,0.01,3,0.1753%
13550,E4nVJHEYBf1VYfwuiEq7E397Zy59yyxnqcauZLnQ9y4J,1,1,3,0.01,3,0.1753%
13551,E4z3QKwYRWKmmbkBZN4D2hKDgFUZ23VWDf5MmUYL4JY4,1,1,3,0.01,3,0.1753%
13552,E5Cg4eKVi7gedTZNgDEM51DaGVbPVU9m8EWEvRLbNomU,1,1,3,0.01,3,0.1753%
13553,E5cYEFruGRKdEXmJ1FEbUFLQcEqW6GVY2n4RodJMGsXK,1,1,3,0.01,3,0.1753%
13554,E6XqwmZMC3c3DZPY75HmqkhFW6vuQuUGkjU2gLe3TwwR,1,1,3,0.01,3,0.1753%
13555,E7SwYeDrAQQeUjyzSxEUhGK9HVARA74FSHiaFtqub3w4,1,1,3,0.01,3,0.1753%
13556,E7sEWzzme57XbA7dcfW4X6XQYWvMB1qLXQ7mPYbKwUGV,1,1,3,0.01,3,0.1753%
13557,E7sdBfUvKBtueY3WJtp3tge8J3FreaEDAmwujjfTinZe,1,1,3,0.01,3,0.1753%
13558,E85GSKP6k4rSP5ujsDRsuwikif2MGcXvFVVjVn3d1KFC,1,1,3,0.01,3,0.1753%
13559,E87a1g8Qa5nFjLogY6uJWUtgqq9DAWmuo6Gq6WN8tG4V,1,1,3,0.01,3,0.1753%
13560,E9LUmpZ6uFMTWAXqZ2TkndTELdeyyHdY1fE7KoZrg85,1,1,3,0.01,3,0.1753%
13561,E9oWoAMZRcio4AHAyfJcufcyasnH4ZiudXZM9pmcrmho,1,1,3,0.01,3,0.1753%
13562,E9ochQnpdFsKsWh38DSWEvFwxdUNYs47cC8sPz7oKj7F,1,1,3,0.01,3,0.1753%
13563,E9qiTWfj8QHiN32BK26DpG4stFcmw5R7BRCLQR2ZmFjv,1,1,3,0.01,3,0.1753%
13564,EAW2NitXK5rRBdXUXp4J8u4CNinQ2adM5UL4PHiRsx8x,1,1,3,0.01,3,0.1753%
13565,EBY2no32X3yYeURQoKRfUZZ9XYk5KMroedvCnPUciAN2,1,1,3,0.01,3,0.1753%
13566,ECFD2889ZiX1cY9KrQ4exMsfMxim9qAGnYti1XWm9wtx,1,1,3,0.01,3,0.1753%
13567,ECoic5b7wrX3LFQ1hQHxo4pXV5GkGMQSjpHni425v5WD,1,1,3,0.01,3,0.1753%
13568,ECpkrb3SWkYgoueAgR2MsuPFnZN42oyAYeWBcatDPe1c,1,1,3,0.01,3,0.1753%
13569,EDeTSSj8Qy611A1cHcueWLSoWGtmQ8zWq4NBv2zhLcHX,1,1,2,0.01,2,0.1169%
13570,EDjwEwenPviQ5rzhEtCSoRPziMboJT9igtwcVGN3i64k,1,1,3,0.01,3,0.1753%
13571,EDpy7oPFS9oqjnpy2vxoQityW8vMUW2RZsBKXT5cueaF,1,1,3,0.01,3,0.1753%
13572,EFw4atc5GF6GWWEq66kb3dJt8mXsHw4XAiob7XxQDZUH,1,1,3,0.01,3,0.1753%
13573,EFxEt6AZvbbsrDZuc5sfueSijVRqsygbim1hQJm2zv2g,1,1,3,0.01,3,0.1753%
13574,EHiHVnoUiYiBnUuf4oC7jgenDEN4Cvd1qCjWAi2nHC9H,1,1,3,0.01,3,0.1753%
